ruta_base	tratamiento	nivel_revision	motivo	lineas_base	sha256_base
vantare-v2/docs/telemetry-core/evidence/isa-893/wails-runtime-pending.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	112	14b37da9f89bd8eee6f1b9200e7c240ecb99c50f10a7a58230c5d4fb11b9b931
vantare-v2/docs/telemetry-core/evidence/isa-894/ab-v1-off-runs/off.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	183	036327a48186b4ea0034cc51b63a9fa70429871bdecee7603c49fa23ff543ab2
vantare-v2/docs/telemetry-core/evidence/isa-894/ab-v1-off-runs/on.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	183	c3b53d41bad01eb80ac00dfd6d1ad506438317d5fbdfc60f0f6142ca19226238
vantare-v2/docs/telemetry-core/evidence/isa-894/ab-v1-off.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	113	fdfffca6e2738d955117951f56185e065028dac59b377e7a3fbc83c8451332a1
vantare-v2/docs/telemetry-core/evidence/isa-894/consumidores-v1.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	69	679e410f7ba2dd362141a4c51ae653805666a94154644caef562c950d2cc8add
vantare-v2/docs/telemetry-core/evidence/isa-894/diagnostico-s1-on-20260830.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	61	efbca5a8ef5f62cd1a2d416580b3b758fd6e0807bed82d2b84ae4e475b09227c
vantare-v2/docs/telemetry-core/evidence/isa-894/diagnostico-s1-on.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	61	02af0969d1911d349998c9f0e5dd8832ad087ae286133e22ff3a80adb10485b8
vantare-v2/docs/telemetry-core/evidence/isa-894/plan-sesiones.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	97	5c2dae3c1e159980b07640f35977108a06d4739aae037e33c59df3d29c2e35e5
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-base-20260903.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	76	b8a69b6233c73a9df92f0953b002db43cd036a9cf0fc99ce2b08e8a0f6e615a1
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-checks-20260903.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	64	2e8dada238b734c9bb222d8829ee129f2ebfac4b2cfcf036a0295ff0f852014a
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-inventario-20260903.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	161	dbfd7646ceea4e19fa2041be3e5ac4567850c666985e53b30a546c7c5bf33728
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r1-20260903.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	149	6c9677156629b3599d9a1c5adf86c9ace13a001a3ee595c7980853d888c52a37
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r2-desktop-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	97	0049f3f8e898f1eebc7ad237a9e0b8a477c0117865e4714abfb743c8a638b2b6
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r3-studio-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	100	edeed36f3eb90f4aba8f561eb9bdf0d6d0ecdc9a77069997a3de9e55a9a0f961
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r4-obs-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	90	743e289a46e211dc9115563d0ad7439cb3ca1d20a7ad40e3907f90ba89fb8d02
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r5-ruta-sse-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	87	58288e7a96141027f7399889b810dbec3a6cc93175efd875414ad9b9c34032d7
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r6a-r6a1-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	151	183d804ff2df6e8f621468731ee2ab7406f4deb51233feec335c2fc19b67dc55
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r6b-hub-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	132	ac91d492d231250a71f11c2e3e9e57e92a5ca1ac9eee5a03c01c3f844baf053c
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7a-contratos-go-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	144	8095b3bdc61b9245d9cd38efab9e61231e80640315b97f381d4c93b174e015a6
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-a2-fuel-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	152	1a91a6410ac41f6de41a48c16b18a25fefe6e539f0c927106a65f5457bb9fe71
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-a3-delta-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	166	07f053081960e9da2d082f3693b7314081b2c9df5fb085b3a89f9843bd3510aa
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-a3-delta-preflight-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	110	948f6b8c3b5528aa8c7153be24cfc044f98f4c927e9cde6f420f008729213246
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-b1-guardias-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	589	6ab1e1b2945ea2bf9e772c558e789d1ea1648a93cf537f0c72dd1dd3d0732efa
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-c1-damage-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	104	96eac6aa1cf44619a658b68cb2933cc0a82466d7c02aea159e002cd921a4e74c
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-d1-host-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	82	566187f6f4e7201d7334bddd3716066822c007f332f9dcc7d20cb8016bab0175
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-d2-core-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	63	14229ded3a0dc8a63f126a870e073259f90839dcdc125afa5aeb8795dbccd96d
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-d3-dinamicos-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	45	38e1cf543d4489d57b02070b6c6d84a66be254ae5f58bb057a68de0459530f30
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-d4-final-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	48	067753a8b20f9a426919dd24e1ab3c97543b0f29ea137b0d1fdc372ecdfc9508
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-d5-auxiliares-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	42	100bd92c4e5d8bb8c389a94b9fcb64ce50c90003a44bc77cb34552fdd01c5395
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-e1a-contrato-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	60	d16e2b5c42eafafb87ace609c979e272043932aa212f52d4e1ba5f46062da631
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-e1b-autoria-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	67	4737d81f49b3c50e6ef743b5ce9254a9705a2edfb9c725bf1afb70b4fb9a0b34
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-e1c-autoria-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	99	6c46c98139efec1850eefa3aa646b6c5eee9156b20f545faab7193814b44aaf7
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-e1d-nucleo-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	77	fbf475f0c78f40c86ebd7ba0ac937c707576fed6e4f202e0b24952090e3cf1e9
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-e2-switch-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	94	9f9c7c524abd9b909352d6009975403efa4d21507ef4b55db8f518d5d12381e0
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-e3-bench-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	83	9f6d305c2be9de27e97db4b26fe433e14bd0d9cab75035bbbcf08f916bda5971
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-e4-oraculo-20260905.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	69	4900fd155de73d378f4318b5e362481ce77aa8aafd43003080b2f33a590f4e94
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-r7b-frontend-20260904.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	250	6002cb37462f2aa38dcbd77ce3a029ae734381c89fe492bb6a7ca8bd87a6ceef
vantare-v2/docs/telemetry-core/evidence/isa-894/retirada-v1-rollback-20260903.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	70	0d62b7d7af473ff73729d670a735b03cde6ee75200047a0ece9a94a7bea20608
vantare-v2/docs/telemetry-core/evidence/isa-894/s1-definitiva-20260830.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	87	343b7b091e57dcbded79e86a38818deec6d081fe6d13a3e0bc5d4a600603c668
vantare-v2/docs/telemetry-core/evidence/isa-894/s1-definitiva/README.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	54	6663f06c3d30a2eba2f00169891ae0cfdc9253430015c8a856cc7502725a8c67
vantare-v2/docs/telemetry-core/evidence/isa-896/lifecycle-remount.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	112	1ef614c0790f6af921af6d763fa716caa0cee1625765aab080ae7ff4f159acd0
vantare-v2/docs/telemetry-core/evidence/isa-912-overlay-host-performance.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	383	dfaaffd2084e0b3911ff1457550432154f865cd2da7bda3b96722dfc9e4470ca
vantare-v2/docs/telemetry-core/evidence/isa-926-performance-policy.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	90	61595e089a970157d58de2086efb2b38addd9429a542e562afeb695a1371bf86
vantare-v2/docs/telemetry-core/evidence/isa-940/lifecycle.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	258	b8a290a4598a5285e1e401be6056830298667799648581fc67f39e9c02d30f2d
vantare-v2/docs/telemetry-core/evidence/isa-943/README.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	77	b90d012885b15f421e23fc704661d02167ae7e2a1d0052505110b7e875b32c4a
vantare-v2/docs/telemetry-core/evidence/isa-944/README.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	86	51e9adc4197f11e8852088bb111b5a9718c5e8f6cd6bd46b1033bdfdfab2abf2
vantare-v2/docs/telemetry-core/evidence/isa-944/gates.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	55	931a128b779dcbb06374430c1d5eb776ae24f154e4877f13e3b483c1db8eeff5
vantare-v2/docs/telemetry-core/evidence/isa-944/sensor-cost-20260830-034626/README.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	17	0d5c9c1c33a5589c9a88c7685a6e83b70aa28810b5439643f91c526cb3ea2e63
vantare-v2/docs/telemetry-core/evidence/isa-944/sensor-cost-20260830-054516/README.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	16	c47abf14099aad02c49bd8ee0a9cddb96e4cd4d967c0e5b9f67e89b5a7ae0009
vantare-v2/docs/telemetry-core/evidence/isa-944/sensor-cost.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	57	386d942ab85cbabd68ccbbaad0db25353799983b3d436a4df209532e8ebfa1f9
vantare-v2/docs/telemetry-core/evidence/lmu-1413-compat.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	202	a9afb3f44365b5961b8e378743e45d54af1836422f502ebc142a7fcdd1d2aa2a
vantare-v2/docs/telemetry-core/final-gate-isa-117.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	271	e4bb1b2feced02b17d57ffec5d1c69a1cde360da0f6059ca7234970673af30bc
vantare-v2/docs/telemetry-core/frontend-retirement-isa-115.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	77	3aaa3f000a856bfa3de89b9dd2c91dd7e42dd608193848f5066ba1304daaf043
vantare-v2/docs/telemetry-core/hardening-isa-116.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	196	21be503e223fed1bd86b2ef6100576e2b8ece654d0a9a456d71386698cbf74eb
vantare-v2/docs/telemetry-core/historical-storage-schema.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	365	acd01e9f195c970b09f081d071264ea437399421640594c6ffe36e1e555761e7
vantare-v2/docs/telemetry-core/inspector-privacy-diagnostic-export-isa-104.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	279	4e4325d13f5ec29d31c19afef5a2b4c005c801ca03db00c1655693347b10e9ca
vantare-v2/docs/telemetry-core/lmu-authority-matrix.md	Actualizar	Revisión focal documentada	Autoridad LMU distingue matriz histórica de unión REST actual con TTL y límite de sesión.	131	7a96b85496e32d0630959a0a9c71e0cf2b88dbe7f4036c16370c01300fb2ab25
vantare-v2/docs/telemetry-core/lmu-overlay-signal-provenance.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	392	b9184d3153d18e10632022ccaa2e0eb5d8cc2abdbcf47d3c4c4ed065c50948e4
vantare-v2/docs/telemetry-core/lmu-raw-acquisition-audit.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	219	7736c3497fe25c8d3ed8ecc1aad25fed0a01d8a42de44a32a766c20d21cde32f
vantare-v2/docs/telemetry-core/lmu-rest-driver.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	58	ecb79a0a62cb84413cdb975e82b8a63119e7eebe881d764741d49fa4bf5debf4
vantare-v2/docs/telemetry-core/lmu-shared-memory-driver.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	118	8c87a58c20e5e4fb05b920e31441087292e4720d3a6ede1b0a2f9d6e678fb154
vantare-v2/docs/telemetry-core/lmu-spotter-spatial-provenance.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	165	9a050d0359b49e98f434e67c0cef8bab18af61a51463b6cf341c43b4eddfc2db
vantare-v2/docs/telemetry-core/merge-conflicts.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	71	a6dbc58fe8191a0f2fd22fb1cb4fbdc840b3d95f90cf58af27da2ef5597aab39
vantare-v2/docs/telemetry-core/overlay-delta-publishing.md	Actualizar	Revisión focal documentada	Delimita contenido histórico/compatibilidad y enlaza sucesor específico.	65	e0bf1dd606312c98d9addeb7d24a2758e2f3fb8b0ad26867a256a73d979853f9
vantare-v2/docs/telemetry-core/overlay-shadow-matrix.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	522	f32122a9ce5a891e335cd382221ae8dbdb7c4b22e442242e439d9181a2eb1cc6
vantare-v2/docs/telemetry-core/projection-transport.md	Actualizar	Revisión focal documentada	Reemplaza APIs retiradas v1/RFC7396 y false no-wiring por transporte V2 actual.	116	2ac8bcaccecf17d7f3e7eac784aafe9bfe0856bc64ff4711833b201e650e45f8
vantare-v2/docs/telemetry-core/recording-sink-sqlite-isa-102.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	171	a98a8cac09f1496c2511c4c62e3a7094b853a2edb13842333000ea5a217e8ac8
vantare-v2/docs/telemetry-core/replay-migrations-isa-103.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	176	9aff8b68766cb58ccea19bcb01c6e601ed4160b32c0ef3df01b668c59e632d42
vantare-v2/docs/telemetry-core/runtime-derivations.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	181	1cb33ed7b2870ab6547ce28bd9f64a162bb8f4c59edbe8af4185fbead19d8660
vantare-v2/docs/telemetry-core/runtime-fanout.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	20	251a31477f80f4098e8fbe5e45a8563ee1ad8ced13877d5fd518700439d2bf9f
vantare-v2/docs/telemetry-core/runtime-projections.md	Actualizar	Revisión focal documentada	Actualiza esquema cuatro ProjectorV1 y mantiene ownership/versionado útil.	128	182f168c6106724a9f6c2ca9c7f36c3eb6b74f0dd02aac8e20887f9014c5c5c6
vantare-v2/docs/telemetry-core/runtime-reducer.md	Actualizar	Revisión focal documentada	Corrige no-wiring y sitúa reducer bajo commit común.	108	18fb36f2555fc6574970fe36dfa875aaa667c3c88fdabec4d8c24531ce1c7489
vantare-v2/docs/telemetry-core/session-coordinator.md	Actualizar	Revisión focal documentada	Actualiza coordinator prepare/commit, conserva reglas de identidad y evidencia.	157	9c3a22f8e5f01ea56eea5089a1c311faba3f260152c4620076d4c79bb69f6411
vantare-v2/docs/telemetry-core/signal-catalog.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	62	84c4443940ae03f25c7b16d9252a0efa7a00dc5230e17f05227cd0b711d299fc
vantare-v2/docs/telemetry-core/storage-benchmark-isa-101.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	245	2b504d6dc5379a1ef9d34e489dcbe96a5ec33449892996198439e6d614fd3bea
vantare-v2/docs/telemetry-core/strategy-live-signal-audit-isa-160.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	177	6395e85da1161640cc740f1082704ed95577c484382013e38d3c7578e1536319
vantare-v2/docs/telemetry-core/tc-07b-shadow-runtime.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	54	d0e6943ec1ae5f940254af39fd735bb5320e40c2c00b6f9c0cfcd9532e69689b
vantare-v2/docs/telemetry-core/tc-07c-overlay-cutover.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	60	58bdd4c23696b7c7358505050fd5b6f9e29cc9f6518d41a3e0e6c7e8e437b3c4
vantare-v2/docs/telemetry-core/test-baseline.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	90	a16f583cc9a959991494c4c1611f197dd186c7da2e06104e6905f8a1b0f02a84
vantare-v2/docs/telemetry-core/typescript-projection-contract.md	Actualizar	Revisión focal documentada	Distingue store V2 del transporte genérico y tipos generados; retira RFC7396.	98	0a4bcf31e63c3624760a1b82df91b39225c017fa106b1e3a5100adc28b688879
vantare-v2/docs/telemetry-core/wails-lifecycle-teardown-isa-87.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	156	688a2f453bd2f121abc209441278c65ea88fdbabc620dfb216ab7e5b366f1075
vantare-v2/docs/telemetry/contracts.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	246	ed7b0a94e1ea1ac41da1ad4dab2625a758fcd9e064cbc764fbd485be0cf361c6
vantare-v2/docs/telemetry/spike-criteria.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	65	f259b7c8b6f8c86f25528bc20ce0d526d1d19acdd0da7929d59e07cf2f8bfe33
vantare-v2/docs/telemetry/vertical-slice-plan.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	110	6bbc73ff9c3e5841501b2b2a0a7a24476290564920bf7e24d07957e3d0a09598
vantare-v2/docs/templates/design-system-port-worksheet.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	12	31c349df3ceca1ada08b2390ee1d539aadac51f9854c88f989d9af18812ff0ca
vantare-v2/docs/templates/vantare-crystal-glassmorphism-worksheet.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	33	ae4345fba0b6b17505f656006118336fef3fd53b4cea7788e33a041558043ab3
vantare-v2/docs/tester-build-instructions.md	Actualizar	Revisión focal documentada	Retira bienvenida a beta antigua y afirmaciones globales de firma/disponibilidad.	237	9b4b26a4005f9eb474677c24fdabc50e37eceb77a14dbdc353a91be6cee7c4fa
vantare-v2/docs/tester-diagnostics-pack.md	Consolidar	Comparación con sucesor; archivo inmutable	El paquete de perfiles/logs de Alpha fue sustituido por un diagnóstico allowlist que se revisa antes de exportar. No solicitar archivos personales siguiendo la receta antigua.	246	d87999d0aa90a723ea73fe8a448b35125a422d30282082c42e547af108c822a2
vantare-v2/docs/tester-feedback-process.md	Actualizar	Revisión focal documentada	Retira exclusiones de bugs caducadas, tiers antiguos y sincronización no demostrada.	97	09a9f29f50993e5af453aab1f4cab981baf18f6666512bcc142ba19819a2ec76
vantare-v2/docs/tester-known-issues.md	Actualizar	Revisión focal documentada	Elimina hotfix futuro caducado y backlog paralelo de errores no revalidados.	101	0c55703e66d2a03f3a93fc51dd0a584a02831ae388376b1b2adda165ccb7ff8e
vantare-v2/docs/testing-strategy.md	Actualizar	Revisión focal documentada	Elimina comandos inexistentes, resultados caducados y recetas de widgets legacy.	108	46c2cb505bf1b200656d3c3dfc3a12f59b86bc7d4f211c16a92299d292b99bd4
vantare-v2/docs/vantare-program/README.md	Actualizar	Revisión focal documentada	Mapa sin segundo registro de estados.	89	7243a1022d5dc31a175f36d7919db0fecac2256b67555f7591037ba6c26e2196
vantare-v2/docs/vantare-program/execution-policy.md	Conservar gobierno	Inventario y barrido de enlaces	Contrato/plantilla de gobierno o continuidad; Notion decide alcance y estado, GitHub aporta evidencia técnica.	146	d0e2da5e6de1b6b40d7f3bac3d7f99833ed9f74f9a0ebfdb59d17ff248751fa7
vantare-v2/docs/vantare-program/handoff-template.md	Conservar gobierno	Inventario y barrido de enlaces	Contrato/plantilla de gobierno o continuidad; Notion decide alcance y estado, GitHub aporta evidencia técnica.	21	309895f0b576b2ddf1619d49a5b448130624f3205b2fa85b63f0b315b9d85fd0
vantare-v2/docs/vantare-program/handoffs/engineer-spotter.md	Conservar gobierno	Inventario y barrido de enlaces	Contrato/plantilla de gobierno o continuidad; Notion decide alcance y estado, GitHub aporta evidencia técnica.	661	fcdff29b34a9d3df67505b3d3c96682772e15603a4459212ec7089d781d22036
vantare-v2/docs/vantare-program/handoffs/overlays-launcher-hub.md	Conservar gobierno	Inventario y barrido de enlaces	Contrato/plantilla de gobierno o continuidad; Notion decide alcance y estado, GitHub aporta evidencia técnica.	3031	66e42b97d43bb187d46c62a2582656b911e534115aeeb0172c07bb154d7c6519
vantare-v2/docs/vantare-program/handoffs/platform-commercial.md	Actualizar	Revisión focal documentada	Registra VAN-725, evidencia, límites y seguimiento Notion sin afirmar integración.	946	a9383b0c85dbaab4bca027a3e82fc546b2563c809a30c70325a33ad6c0cdf9b2
